"uniname";"uniurl";"scountryname";"unirank"
"Xihua University";"http://www.xhu.edu.cn/";"cn";"8169"
"Ozarka College";"http://www.ozarka.edu/";"us";"8170"
"Heian Jogakuin (Saint Agnes) University";"http://www.heian.ac.jp/";"jp";"8171"
"Sukachev Institute of Forest";"http://forest.akadem.ru/";"ru";"8172"
"Maebashi Kyoai Gakuen College";"http://www.kyoai.ac.jp/";"jp";"8173"
"Fayoum University";"http://www.fayoum.edu.eg/";"eg";"8174"
"National Defence University in Warsaw";"http://www.aon.edu.pl/";"pl";"8175"
"Atlantic School of Theology";"http://www.astheology.ns.ca/";"ca";"8176"
"Tokyo Metropolitan University of Health Sciences";"http://www.metro-hs.ac.jp/";"jp";"8177"
"Beijing International MBA at Peking University";"http://www.bimba.edu.cn/";"cn";"8178"
"Kaliningrad State Technical University";"http://www.klgtu.ru/";"ru";"8179"
"Forest Institute of Professional Psychology";"http://www.forest.edu/";"us";"8180"
"Nunez Community College";"http://www.nunez.edu/";"us";"8181"
"Universidad Tecnológica de México";"http://www.unitec.mx/";"mx";"8182"
"Centro Universitário Eurípides de Marilia";"http://www.univem.edu.br/";"br";"8183"
"Pingdingshan Institute of Technology";"http://www.hncj.edu.cn/";"cn";"8184"
"Selandia College";"http://www.selandia-ceu.dk/";"dk";"8185"
"Academy of Music Esbjerg";"http://www.vmk.dk/";"dk";"8186"
"Conservatorio de Musica de Puerto Rico";"http://www.cmpr.edu/";"pr";"8187"
"Arabian Gulf University";"http://www.agu.edu.bh/";"bh";"8188"
"Al-Azhar University";"http://www.azhar.edu.eg/";"eg";"8189"
"Siberian State Geodetic Academy";"http://www.ssga.ru/";"ru";"8190"
"Shujitsu Women s University";"http://www.shujitsu.ac.jp/";"jp";"8191"
"Edward Via Virginia College of Osteopathic Medicine";"http://www.vcom.vt.edu/";"us";"8192"
"Xavier Labour Relations Institute in India";"http://www.xlri.ac.in/";"in";"8193"
"Southern California College of Optometry";"http://www.scco.edu/";"us";"8194"
"Henan University of Technology  ";"http://www.haut.edu.cn/";"cn";"8195"
"Aomori University of Health and Welfare";"http://www.auhw.ac.jp/";"jp";"8196"
"Universidade de Cruz Alta";"http://www.unicruz.edu.br/";"br";"8197"
"Zaporozhye National Technical University  ";"http://www.zntu.edu.ua/";"ua";"8198"
"Diakonhjemmet University College";"http://www.diakonhjemmet.no/";"no";"8199"
"Centro Universitário do Sul de Minas";"http://www.unis.edu.br/";"br";"8200"
"Kagoshima National College of Technology";"http://www.kagoshima-ct.ac.jp/";"jp";"8201"
"Salus University (Pennsylvania College of Optometry)";"http://www.salus.edu/";"us";"8202"
"Sri Ramachandra University (Sri Ramachandra Medical College and Research Institute)  ";"http://www.srmc.edu/";"in";"8203"
"Université d Abomey-Calavi";"http://www.uac.bj/";"bj";"8204"
"Conservatoire Royal de Bruxelles École Supérieure des Arts";"http://www.conservatoire.be/";"be";"8205"
"Saint Petersburg State Forest Technical Academy";"http://www.ftacademy.ru/";"ru";"8206"
"Centro Universitário do Leste de Minas Gerais";"http://www.unilestemg.br/";"br";"8207"
"Escola Superior de Gestão de Santarém";"http://www.esgs.pt/";"pt";"8208"
"Kogakkan University";"http://www.kogakkan-u.ac.jp/";"jp";"8209"
"Anglo-European College of Chiropractic";"http://www.aecc.ac.uk/";"uk";"8210"
"Ancilla College";"http://www.ancilla.edu/";"us";"8211"
"Université de Tunis El Manar";"http://www.utm.rnu.tn/";"tn";"8212"
"Northland Polytechnic";"http://www.northland.ac.nz/";"nz";"8213"
"Saint Petersburg State Medical Academy";"http://www.mechnik.spb.ru/";"ru";"8214"
"Institute for Law and Finance Goethe Universität ";"http://www.ilf-frankfurt.de/";"de";"8215"
"Guangdong Food and Drug Vocational College";"http://www.gdyzy.edu.cn/";"cn";"8216"
"University Dzemal Bijedic Mostar";"http://www.unmo.ba/";"ba";"8217"
"Sami University College Sami Institute";"http://www.samiskhs.no/";"no";"8218"
"FPT University";"http://www.fpt.edu.vn/";"vn";"8219"
"Takarazuka University of Art and Design";"http://www.takara-univ.ac.jp/";"jp";"8220"
"Caragiale Academy of Theatrical Arts and Cinematography";"http://www.unatc.ro/";"ro";"8221"
"Xiamen National Accounting Institute";"http://www.xnai.edu.cn/";"cn";"8222"
"Nanjing Arts Institute";"http://www.njarti.edu.cn/";"cn";"8223"
"R V S College of Pharmaceutical Sciences";"http://www.rvshs.ac.in/";"in";"8224"
"Toho College of Music";"http://www.toho-music.ac.jp/";"jp";"8225"
"Tomakomal National College of Technology";"http://www.tomakomai-ct.ac.jp/";"jp";"8226"
"Cheung Kong Graduate School";"http://www.ckgsb.edu.cn/";"cn";"8227"
"Bashkir State Pedagogical University M. Akmully";"http://www.bspu.ru/";"ru";"8228"
"Thomas More College of Liberal Arts";"http://www.thomasmorecollege.edu/";"us";"8229"
"Hochschule für Musik Saar";"http://www.hfm.saarland.de/";"de";"8230"
"Kostroma State Technological University";"http://www.kstu.edu.ru/";"ru";"8231"
"Instituto Superior de Ciencias Medicas";"http://www.ucmh.sld.cu/";"cu";"8232"
"Hemchandracharya North Gujarat University";"http://www.ngu.ac.in/";"in";"8233"
"Faculté des Sciences et Techniques de Tanger";"http://www.fstt.ac.ma/";"ma";"8234"
"University Campus Suffolk";"http://www.ucs.ac.uk/";"uk";"8235"
"Shahed University";"http://www.shahed.ac.ir/";"ir";"8236"
"College of Foreign Languages in Czestochowa";"http://www.wsl.edu.pl/";"pl";"8237"
"Association of Arab Universities";"http://www.aaru.edu.jo/";"jo";"8238"
"Kanto Gakuen University";"http://www.kanto-gakuen.ac.jp/";"jp";"8239"
"Hesser College";"http://www.hesser.edu/";"us";"8240"
"Hanoi University of Communications and Transport";"http://www.uct.edu.vn/";"vn";"8241"
"Tangshan College";"http://www.tsc.edu.cn/";"cn";"8242"
"Ton Duc Thang University of Technology  ";"http://www.tut.edu.vn/";"vn";"8243"
"Universidad Monteávila";"http://www.uma.edu.ve/";"ve";"8244"
"Elblag University of Humanities and Economy";"http://www.euh-e.edu.pl/";"pl";"8245"
"Universidad Nacional de Chimborazo";"http://www.unach.edu.ec/";"ec";"8246"
"European Business School London";"http://www.ebslondon.ac.uk/";"uk";"8247"
"Gansu Political Science & Law Institute";"http://www.gsli.edu.cn/";"cn";"8248"
"Berufsakademie Thüringen Dresden";"http://www.ba-dresden.de/";"de";"8249"
"Escuela Técnica Lea-Artibai";"http://www.leartik.com/";"es";"8250"
"Mid South Community College";"http://www.midsouthcc.edu/";"us";"8251"
"Tohoku University of Community Service and Science";"http://www.koeki-u.ac.jp/";"jp";"8252"
"Kaplan College";"http://www.kaplancollege.com/";"us";"8253"
"Osaka Seikei University";"http://www.osaka-seikei.ac.jp/";"jp";"8254"
"Shanghai Second Polytechnic University  ";"http://www.shspu.edu.cn/";"cn";"8255"
"Qing Hai University";"http://www.xanet.edu.cn/";"cn";"8256"
"Naval Academy in Gdynia";"http://www.amw.gdynia.pl/";"pl";"8257"
"Tianjin Institute of Physical Education";"http://www.tjipe.edu.cn/";"cn";"8258"
"Faculdade Seama";"http://www.seama.edu.br/";"br";"8259"
"Rostov State University for Railway Transportation";"http://www.rgups.ru/";"ru";"8260"
"Delhi School of Economics";"http://www.econdse.org/";"in";"8261"
"Institute of European Studies of Macau";"http://www.ieem.org.mo/";"mo";"8262"
"Polytechnic University of the Philippines";"http://www.pup.edu.ph/";"ph";"8263"
"Beijing Institute of Fashion Technology";"http://www.bift.edu.cn/";"cn";"8264"
"Business and Information Technology School BiTS Germany";"http://www.bits-iserlohn.de/";"de";"8265"
"Moravian College Olomouc ";"http://www.mvso.cz/";"cz";"8266"
"Faculty of Journalism and Mass Communication Studies";"http://www.fjsc.ro/";"ro";"8267"
"Universidad de Cienfuegos";"http://www.ucf.edu.cu/";"cu";"8268"
"Niihama National College of Technology";"http://www.niihama-nct.ac.jp/";"jp";"8269"
"Duy Tan University  ";"http://www.duytan.edu.vn/";"vn";"8270"
"Staedelschule Staatliche Hochschule fur Bildende Künste";"http://www.staedelschule.de/";"de";"8271"
"Ilam University";"http://www.ilam.ac.ir/";"ir";"8272"
"Hochschule fur Musik und Theater München  ";"http://www.musikhochschule-muenchen.de/";"de";"8273"
"University of Ha il";"http://www.uoh.edu.sa/";"sa";"8274"
"Marymount College California";"http://www.marymountpv.edu/";"us";"8275"
"Kyungbuk College";"http://www.kbc.ac.kr/";"kr";"8276"
"Postgraduate Institute of Medical Education & Research Chandigarh";"http://pgimer.nic.in/";"in";"8277"
"National Taiwan College of Performing Arts";"http://www.tcpa.edu.tw/";"tw";"8278"
"Instituto Euro-Americano de Educação Ciência e Tecnología";"http://www.unieuro.edu.br/";"br";"8279"
"North Hennepin Community College";"http://www.nhcc.edu/";"us";"8280"
"Université Française en Armenie";"http://www.ufar.am/";"am";"8281"
"Universitas Katolik Soegijapranata";"http://www.unika.ac.id/";"id";"8282"
"Saratov State Agrarian University";"http://www.sgau.ru/";"ru";"8283"
"Hunan University of Science & Engineering  ";"http://www.huse.cn/";"cn";"8284"
"Malaviya National Institute of Technology";"http://www.mnit.ac.in/";"in";"8285"
"Université Française d Egypte";"http://www.ufe.edu.eg/";"eg";"8286"
"Dodge City Community College";"http://www.dc3.edu/";"us";"8287"
"École de L?Environnement et du Cadre de Vie de la Chambre de Commerce et d?Industrie de Paris";"http://www.tecomah.fr/";"fr";"8288"
"Universidad Nacional Pedro Henríquez Ureña";"http://www.unphu.edu.do/";"do";"8289"
"École Nationale d Ingénieurs de Sfax";"http://www.enis.rnu.tn/";"tn";"8290"
"Steinbeis Hochschule Berlin";"http://www.steinbeis-hochschule.de/";"de";"8291"
"Andrassy Gyula German Language University of Budapest";"http://www.andrassyuni.hu/";"hu";"8292"
"Instituto Vianna Júnior";"http://www.viannajr.edu.br/";"br";"8293"
"Swinburne University of Technology Sarawak Campus";"http://www.swinburne.edu.my/";"my";"8294"
"Beulah Heights University";"http://www.beulah.org/";"us";"8295"
"Sardar Vallabhbhai Patel National Police Academy";"http://www.svpnpa.gov.in/";"in";"8296"
"Strzeminski Academy of Fine Arts and Design Lodz";"http://www.asp.lodz.pl/";"pl";"8297"
"Northeast University Qinhuangdao";"http://www.neuq.edu.cn/";"cn";"8298"
"Babol University of Medical Sciences";"http://www.mubabol.ac.ir/";"ir";"8299"
"Haute École Cantonale Vaudoise de la Santé";"http://www.hecvsante.ch/";"ch";"8300"
"Lancaster Bible College and Graduate School";"http://www.lbc.edu/";"us";"8301"
"State Higher Vocational School in Krosno";"http://www.pwsz.krosno.pl/";"pl";"8302"
"Lamar State College Port Arthur";"http://www.lamarpa.edu/";"us";"8303"
"Tomakomai Komazawa University";"http://www.t-komazawa.ac.jp/";"jp";"8304"
"Stanly Community College";"http://www.stanly.edu/";"us";"8305"
"Conservatorio di Musica G Verdi di Milano";"http://www.consmilano.it/";"it";"8306"
"Moscow State University of Printing Arts";"http://www.mgup.ru/";"ru";"8307"
"Centro Universitário Augusto Motta";"http://www.unisuam.edu.br/";"br";"8308"
"Universidad Evangelica de El Salvador";"http://www.uees.edu.sv/";"sv";"8309"
"North Atlantic Fisheries College";"http://www.nafc.ac.uk/";"uk";"8310"
"International Business School Budapest";"http://www.ibs-b.hu/";"hu";"8311"
"Tischner European University in Cracow";"http://www.wse.krakow.pl/";"pl";"8312"
"Syddansk Erhvervsakademi";"http://www.sde.dk/";"dk";"8313"
"Morris Brown College";"http://www.morrisbrown.edu/";"us";"8314"
"Centro Universitário Barão de Mauá";"http://www.baraodemaua.br/";"br";"8315"
"Humak University of Applied Sciences  ";"http://www.humak.fi/";"fi";"8316"
"Takamatsu National College of Technology";"http://www.takamatsu-nct.ac.jp/";"jp";"8317"
"Liaoning Medical University  ";"http://www.jzmu.edu.cn/";"cn";"8318"
"Lipetsk State Technical University";"http://www.stu.lipetsk.ru/";"ru";"8319"
"Naval Academy Varna";"http://www.naval-acad.bg/";"bg";"8320"
"Moberly Area Community College";"http://www.macc.edu/";"us";"8321"
"Université Ibn Khaldoun Tiaret";"http://www.univ-tiaret.dz/";"dz";"8322"
"Pädagogische Hochschule Tirol";"http://www.ph-tirol.ac.at/";"at";"8323"
"William Howard Taft University";"http://www.taftu.edu/";"us";"8324"
"MianYang Vocational and Technical College";"http://www.myvtc.edu.cn/";"cn";"8325"
"Nakhonratchasima College";"http://www.nmc.ac.th/";"th";"8326"
"Universidad José Antonio Páez";"http://www.ujap.edu.ve/";"ve";"8327"
"Fond du Lac Tribal and Community College";"http://www.fdltcc.edu/";"us";"8328"
"Universitas Islam Negeri Maulana Malik Ibrahim Malang";"http://www.uin-malang.ac.id/";"id";"8329"
"Donbas State Academy Engineering";"http://www.dgma.donetsk.ua/";"ua";"8330"
"Wright Institute";"http://www.wi.edu/";"us";"8331"
"Al Baath University";"http://www.albaath-univ.edu.sy/";"sy";"8332"
"Universitas Bengkulu";"http://www.unib.ac.id/";"id";"8333"
"Siauliai College";"http://www.siauliukolegija.lt/";"lt";"8334"
"Zhejiang Ocean University  ";"http://www.zjou.edu.cn/";"cn";"8335"
"Faculdade do Pará";"http://www.fap-pa.edu.br/";"br";"8336"
"Pereslavl University";"http://u.pereslavl.ru/";"ru";"8337"
"Yemeni University of Science & Technology";"http://www.ust.edu.ye/";"ye";"8338"
"Saitama Prefectural University";"http://www.spu.ac.jp/";"jp";"8339"
"Institute of Management Technology Ghaziabad";"http://www.imt.edu/";"in";"8340"
"Universitas Negeri Makassar";"http://unm.ac.id/";"id";"8341"
"Africa University";"http://www.africau.edu/";"zw";"8342"
"Newbury College";"http://www.newbury.edu/";"us";"8343"
"Hijiyama University";"http://www.hijiyama-u.ac.jp/";"jp";"8344"
"Morris College";"http://www.morris.edu/";"us";"8345"
"Universidad del Pacífico Escuela de Negocios";"http://www.upacifico.edu.ec/";"ec";"8346"
"Korea Maritime University  ";"http://www.hhu.ac.kr/";"kr";"8347"
"Rocky Mountain College of Art + Design";"http://www.rmcad.edu/";"us";"8348"
"Centro Nacional de Investigación y Desarrollo Tecnológico";"http://www.cenidet.edu.mx/";"mx";"8349"
"Tokyo Christian Institute";"http://www.tci.ac.jp/";"jp";"8350"
"Chugye University for the Arts";"http://www.chugye.ac.kr/";"kr";"8351"
"Universidad de Chiclayo";"http://www.udch.edu.pe/";"pe";"8352"
"Hotel School Vatel";"http://www.vatel.fr/";"fr";"8353"
"University of Banja Luka Faculty of Forestry";"http://www.sfbl.org/";"ba";"8354"
"Jarvis Christian College";"http://www.jarvis.edu/";"us";"8355"
"Université d Abobo Adjame";"http://www.uabobo.ci/";"ci";"8356"
"Royal Academy of Visual Arts";"http://www.rijksakademie.nl/";"nl";"8357"
"University of Southeastern Philippines";"http://www.usep.edu.ph/";"ph";"8358"
"Universidad Nacional del Altiplano";"http://www.unap.edu.pe/";"pe";"8359"
"Institute of International Trade & Law";"http://www.imtp.ru/";"ru";"8360"
"Cleveland Community College";"http://www.clevelandcommunitycollege.edu/";"us";"8361"
"Okefenokee Technical College";"http://www.okefenokeetech.edu/";"us";"8362"
"Payam Noor University Teheran";"http://www.tpnu.ac.ir/";"ir";"8363"
"Southwestern Community College";"http://www.swcciowa.edu/";"us";"8364"
"Conservatorium van Amsterdam";"http://www.conservatoriumvanamsterdam.nl/";"nl";"8365"
"École Nationale Supérieure d Informatique et de Mathematiques Appliquees de Grenoble";"http://ensimag.grenoble-inp.fr/";"fr";"8366"
"Lincoln University California";"http://www.lincolnuca.edu/";"us";"8367"
"Europäischen Fernhochschule Hamburg";"http://www.euro-fh.de/";"de";"8368"
"Hotelschool the Hague";"http://www.hotelschool.nl/";"nl";"8369"
"Loyalist College";"http://www.loyalistcollege.com/";"ca";"8370"
"University of the East, Manila";"http://www.ue.edu.ph/";"ph";"8371"
"American Farm School Thessaloniki";"http://www.afs.edu.gr/";"gr";"8372"
"Beijing Agricultural College";"http://www.bac.edu.cn/";"cn";"8373"
"Politécnico Colombiano Jaime Isaza Cadavid";"http://www.politecnicojic.edu.co/";"co";"8374"
"Conservatorio della Svizzera Italiana";"http://www.conservatorio.ch/";"ch";"8375"
"Jones International University  ";"http://www.jiu.edu/";"us";"8376"
"Western Piedmont Community College";"http://www.wpcc.edu/";"us";"8377"
"STIKOM Surabaya";"http://www.stikom.edu/";"id";"8378"
"École de Commerce Management Gestión et Marketing";"http://www.ifag.com/";"fr";"8379"
"University of Wisconsin College Fond du Lac";"http://www.fdl.uwc.edu/";"us";"8380"
"System Technology Institute";"http://www.sti.edu/";"ph";"8381"
"Kendall College of Art & Design";"http://www.kcad.edu/";"us";"8382"
"Vyatka State University";"http://www.vgu.ru/";"ru";"8383"
"Haute École Lucia de Brouckère";"http://www.heldb.be/";"be";"8384"
"Five Towns College";"http://www.ftc.edu/";"us";"8385"
"Pädagogische Hochschule Kärnten";"http://www.ph-kaernten.ac.at/";"at";"8386"
"Faculdades Porto-Alegrenses";"http://www.fapa.com.br/";"br";"8387"
"Kazan State Power Engineering University";"http://www.kgeu.ru/";"ru";"8388"
"Yuxi Normal University  ";"http://www.yxtc.net/";"cn";"8389"
"Sapporo International University";"http://www.siu.ac.jp/";"jp";"8390"
"Vista College";"http://berkeley.peralta.edu/";"us";"8391"
"Manhattan Christian College";"http://www.mccks.edu/";"us";"8392"
"International Theological Institute";"http://www.iti.ac.at/";"at";"8393"
"Auckland Institute of Studies St Helens";"http://www.ais.ac.nz/";"nz";"8394"
